date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:44:17	192823/192823	---M-Z	200	added ('OK')	text/html	etag:%222f137-607431021a24e-gzip%22	https://themesbrand.com/velzon/html/default/charts-apex-radar.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/charts-apex-radar.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:18	192133/192133	---M-Z	200	added ('OK')	text/html	etag:%222ee85-607431021a24e-gzip%22	https://themesbrand.com/velzon/html/default/charts-apex-polar.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/charts-apex-polar.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:20	206292/206292	---M-Z	200	added ('OK')	text/html	etag:%22325d4-607431021c18e-gzip%22	https://themesbrand.com/velzon/html/default/charts-echarts.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/charts-echarts.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:20	194420/194420	---M-Z	200	added ('OK')	text/html	etag:%222f774-607431021b1ee-gzip%22	https://themesbrand.com/velzon/html/default/charts-chartjs.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/charts-chartjs.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:21	190683/190683	---M-Z	200	added ('OK')	text/html	etag:%222e8db-6074310227d0f-gzip%22	https://themesbrand.com/velzon/html/default/icons-remix.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-remix.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:24	541467/541467	---M-Z	200	added ('OK')	text/html	etag:%228431b-6074310225dcf-gzip%22	https://themesbrand.com/velzon/html/default/icons-boxicons.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-boxicons.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:24	196214/196214	---M-Z	200	added ('OK')	text/html	etag:%222fe76-6074310226d6f-gzip%22	https://themesbrand.com/velzon/html/default/icons-materialdesign.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-materialdesign.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:25	257702/257702	---M-Z	200	added ('OK')	text/html	etag:%223eea6-6074310225dcf-gzip%22	https://themesbrand.com/velzon/html/default/icons-feather.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-feather.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:26	376605/376605	---M-Z	200	added ('OK')	text/html	etag:%225bf1d-6074310225dcf-gzip%22	https://themesbrand.com/velzon/html/default/icons-crypto.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-crypto.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:27	193429/193429	---M-Z	200	added ('OK')	text/html	etag:%222f395-607431022cb2f-gzip%22	https://themesbrand.com/velzon/html/default/maps-google.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/maps-google.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:27	196209/196209	---M-Z	200	added ('OK')	text/html	etag:%222fe71-607431022dacf-gzip%22	https://themesbrand.com/velzon/html/default/maps-vector.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/maps-vector.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:27	848686/848686	---M-Z	200	added ('OK')	text/html	etag:%22cf32e-6074310226d6f-gzip%22	https://themesbrand.com/velzon/html/default/icons-lineawesome.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/icons-lineawesome.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:27	194963/194963	---M-Z	200	added ('OK')	text/html	etag:%222f993-607431022dacf-gzip%22	https://themesbrand.com/velzon/html/default/maps-leaflet.html	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/maps-leaflet.html	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:28	6452/6452	---M--	200	added ('OK')	image/png	etag:%221934-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/companies/img-1.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/companies/img-1.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:28	6366/6366	---M--	200	added ('OK')	image/png	etag:%2218de-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/companies/img-2.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/companies/img-2.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:28	5248/5248	---M--	200	added ('OK')	image/png	etag:%221480-6074310183c0b%22	https://themesbrand.com/velzon/html/default/assets/images/companies/img-3.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/companies/img-3.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:28	2579/2579	---M--	200	added ('OK')	image/png	etag:%22a13-6074310184bab%22	https://themesbrand.com/velzon/html/default/assets/images/companies/img-8.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/companies/img-8.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:29	4726/4726	---M--	200	added ('OK')	image/png	etag:%221276-6074310184bab%22	https://themesbrand.com/velzon/html/default/assets/images/companies/img-5.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/companies/img-5.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:29	91172/91172	---M--	200	added ('OK')	image/png	etag:%2216424-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-4.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/products/img-4.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:30	53533/53533	---M--	200	added ('OK')	image/jpeg	etag:%22d11d-60743101964eb%22	https://themesbrand.com/velzon/html/default/assets/images/users/avatar-4.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/users/avatar-4.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:30	81246/81246	---M--	200	added ('OK')	image/png	etag:%2213d5e-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-8.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/products/img-8.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:31	1373/1373	---M--	200	added ('OK')	image/png	etag:%2255d-607431018b90b%22	https://themesbrand.com/velzon/html/default/assets/images/giftbox.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/giftbox.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:32	87224/87224	---M--	200	added ('OK')	image/png	etag:%22154b8-607431018f78b%22	https://themesbrand.com/velzon/html/default/assets/images/products/img-10.png	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/products/img-10.png	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:33	210932/210932	---M--	200	added ('OK')	image/jpeg	etag:%22337f4-607431019072b%22	https://themesbrand.com/velzon/html/default/assets/images/sidebar/img-1.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sidebar/img-1.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:33	109302/109302	---M--	200	added ('OK')	image/jpeg	etag:%221aaf6-607431019072b%22	https://themesbrand.com/velzon/html/default/assets/images/sidebar/img-2.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sidebar/img-2.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:35	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:%2213a25-60743101b2a0c-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/bootstrap/js/bootstrap.bundle.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:36	126084/126084	---M--	200	added ('OK')	image/jpeg	etag:%221ec84-607431019072b%22	https://themesbrand.com/velzon/html/default/assets/images/sidebar/img-4.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sidebar/img-4.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:37	181716/181716	---M--	200	added ('OK')	image/jpeg	etag:%222c5d4-607431019072b%22	https://themesbrand.com/velzon/html/default/assets/images/sidebar/img-3.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/sidebar/img-3.jpg	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:37	6329/6329	---M-Z	200	added ('OK')	application/javascript	etag:%2218b9-6074310201bae-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/node-waves/waves.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/node-waves/waves.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:37	27057/27057	---M-Z	200	added ('OK')	application/javascript	etag:%2269b1-607431020b7ee-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/simplebar/simplebar.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/simplebar/simplebar.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:38	75963/75963	---M-Z	200	added ('OK')	application/javascript	etag:%22128bb-60743101eb44d-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/feather-icons/feather.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/feather-icons/feather.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:38	482/482	---M-Z	200	added ('OK')	application/javascript	etag:%221e2-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/plugins.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/plugins.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:39	30615/30615	---M-Z	200	added ('OK')	application/javascript	etag:%227797-60743101f602d-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/jsvectormap/js/jsvectormap.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/jsvectormap/js/jsvectormap.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:40	105500/105500	---M-Z	200	added ('OK')	application/javascript	etag:%2219c1c-60743101f7f6d-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/jsvectormap/maps/world-merc.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/jsvectormap/maps/world-merc.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:40	4760/4760	---M-Z	200	added ('OK')	application/javascript	etag:%221298-607431019748b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/dashboard-ecommerce.init.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/dashboard-ecommerce.init.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:41	317272/317272	---MCZ	200	added ('OK')	application/javascript	etag:%224d758-607431019a36b-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/pages/plugins/lord-icon-2.1.0.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/pages/plugins/lord-icon-2.1.0.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:41	54690/54690	---M-Z	200	added ('OK')	application/javascript	etag:%22d5a2-60743101964eb-gzip%22	https://themesbrand.com/velzon/html/default/assets/js/app.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/js/app.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:41	139916/139916	---M-Z	200	added ('OK')	application/javascript	etag:%222228c-60743102115ae-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/swiper/swiper-bundle.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/swiper/swiper-bundle.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:43	512609/512609	---MCZ	200	added ('OK')	application/javascript	etag:%227d261-60743101adbec-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/apexcharts/apexcharts.min.js	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/apexcharts/apexcharts.min.js	(from https://themesbrand.com/velzon/html/default/index.html)
08:44:45	1148064/1148064	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221184a0-607431017bf0a%22	https://themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont.eot?	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:47	361384/361384	---M--	200	added ('OK')	text/html	etag:%22583a8-607431017edeb%22	https://themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont.woff2?v=6.5.95	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont1d2d.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:48	1147844/1147844	---M--	200	added ('OK')	application/font-sfnt	etag:%221183c4-607431017edeb%22	https://themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont.ttf?v=6.5.95	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont1d2d.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:48	1148064/1148064	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221184a0-607431017bf0a%22	https://themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont.eot?v=6.5.95	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont1d2d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:49	114992/114992	---M--	200	added ('OK')	text/html	etag:%221c130-60743101722ca%22	https://themesbrand.com/velzon/html/default/assets/fonts/boxicons.woff2	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/boxicons.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:51	521080/521080	---M--	200	added ('OK')	application/font-woff	etag:%227f378-607431017edeb%22	https://themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont.woff?v=6.5.95	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/materialdesignicons-webfont1d2d.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:51	308692/308692	---M--	200	added ('OK')	application/font-sfnt	etag:%224b5d4-607431017132a%22	https://themesbrand.com/velzon/html/default/assets/fonts/boxicons.ttf	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/boxicons.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:52	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-60743101751aa%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.eot	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:53	389680/389680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225f230-607431016e44a%22	https://themesbrand.com/velzon/html/default/assets/fonts/boxicons.eot	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/boxicons.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:53	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-60743101751aa%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.eot?	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400d41d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:54	308768/308768	---M--	200	added ('OK')	application/font-woff	etag:%224b620-60743101722ca%22	https://themesbrand.com/velzon/html/default/assets/fonts/boxicons.woff	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/boxicons.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:55	98673/98673	---M--	200	added ('OK')	application/font-woff	etag:%2218171-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.woff	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:56	84772/84772	---M--	200	added ('OK')	text/html	etag:%2214b24-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.woff2	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:57	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.eot	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:57	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.eot?	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400d41d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	12900/12900	---M--	200	added ('OK')	text/html	etag:%223264-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.woff2	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	927335/927335	---M--	200	added ('OK')	image/svg+xml	etag:%22e2667-607431017614a%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.svg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.svg	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	156072/156072	---M--	200	added ('OK')	application/font-sfnt	etag:%22261a8-607431017614a%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.ttf	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-brands-400.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	15489/15489	---M--	200	added ('OK')	application/font-woff	etag:%223c81-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.woff	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	33724/33724	---M--	200	added ('OK')	application/font-sfnt	etag:%2283bc-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.ttf	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:58	1194767/1194767	---M--	200	added ('OK')	image/svg+xml	etag:%22123b0f-607431017038a%22	https://themesbrand.com/velzon/html/default/assets/fonts/boxicons.svg?	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/boxiconsd41d.svg	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:44:59	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.eot	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:00	113535/113535	---M--	200	added ('OK')	image/svg+xml	etag:%221bb7f-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.svg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-regular-400.svg	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:01	226128/226128	---M--	200	added ('OK')	application/font-sfnt	etag:%2237350-607431017902a%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.ttf	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:02	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-60743101770ea%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.eot?	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900d41d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:02	96752/96752	---M--	200	added ('OK')	text/html	etag:%22179f0-6074310179fca%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.woff2	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:02	125421/125421	---M--	200	added ('OK')	application/font-woff	etag:%221e9ed-6074310179fca%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.woff	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:04	125268/125268	---M--	200	added ('OK')	text/html	etag:%221e954-6074310182c6b%22	https://themesbrand.com/velzon/html/default/assets/fonts/remixicon.woff2?t=1590207869815	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/remixicondf6d.html	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:04	172876/172876	---M--	200	added ('OK')	application/font-woff	etag:%222a34c-6074310182c6b%22	https://themesbrand.com/velzon/html/default/assets/fonts/remixicon.woff?t=1590207869815	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/remixicondf6d.woff	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:04	923151/923151	---M--	200	added ('OK')	image/svg+xml	etag:%22e160f-607431017902a%22	https://themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.svg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/la-solid-900.svg	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:04	403228/403228	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226271c-607431017fd8b%22	https://themesbrand.com/velzon/html/default/assets/fonts/remixicon.eot?t=1590207869815	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/remixicondf6d.eot	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:05	13749/13749	---M-Z	200	added ('OK')	text/css	etag:%2235b5-60743101f120d-gzip%22	https://themesbrand.com/velzon/html/default/assets/libs/glightbox/css/glightbox.min.css	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/libs/glightbox/css/glightbox.min.css	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:06	26148/26148	---M--	200	added ('OK')	image/jpeg	etag:%226624-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-1.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-1.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:06	403056/403056	---M--	200	added ('OK')	application/font-sfnt	etag:%2262670-6074310182c6b%22	https://themesbrand.com/velzon/html/default/assets/fonts/remixicon.ttf?t=1590207869815	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/remixicondf6d.ttf	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:06	8754/8754	---M--	200	added ('OK')	image/jpeg	etag:%222232-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-4.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-4.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:06	45714/45714	---M--	200	added ('OK')	image/jpeg	etag:%22b292-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-3.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-3.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:06	8082/8082	---M--	200	added ('OK')	image/jpeg	etag:%221f92-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-5.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-5.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:07	1195522/1195522	---M--	200	added ('OK')	image/svg+xml	etag:%22123e02-6074310180d2b%22	https://themesbrand.com/velzon/html/default/assets/fonts/remixicon.svg?t=1590207869815	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/fonts/remixicondf6d.svg	(from https://themesbrand.com/velzon/html/default/assets/css/icons.min.css)
08:45:07	27320/27320	---M--	200	added ('OK')	image/jpeg	etag:%226ab8-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-12.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-12.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:07	55425/55425	---M--	200	added ('OK')	image/jpeg	etag:%22d881-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-11.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-11.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:07	43769/43769	---M--	200	added ('OK')	image/jpeg	etag:%22aaf9-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-9.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-9.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
08:45:08	88643/88643	---M--	200	added ('OK')	image/jpeg	etag:%2215a43-60743101916cb%22	https://themesbrand.com/velzon/html/default/assets/images/small/img-10.jpg	C:/Users/DELL/Downloads/Admin%20Template/themesbrand.com/velzon/html/default/assets/images/small/img-10.jpg	(from https://themesbrand.com/velzon/html/default/pages-search-results.html)
